iter	RMSE
418	1.353899468
419	1.352642948
420	1.351878853
421	1.349764901
422	1.347390939
423	1.345623546
424	1.343424821
425	1.341446699
426	1.340655039
427	1.338158598
428	1.336359535
429	1.334412317
430	1.332653673
431	1.331403607
432	1.329973163
433	1.328315724
434	1.326303891
435	1.324157184
436	1.323087389
437	1.320843121
438	1.319725077
439	1.318800122
440	1.317818184
441	1.316226367
442	1.315093119
443	1.313208878
444	1.311577709
445	1.309704384
446	1.308973454
447	1.308621626
448	1.308133649
449	1.306633695
450	1.306205732
451	1.304807209
452	1.30375335
453	1.302182667
454	1.301890952
455	1.300796207
456	1.298956646
457	1.298337466
458	1.296658422
459	1.296013703
460	1.29447848
461	1.293693607
462	1.291242046
463	1.289913202
464	1.288582397
465	1.287993646
466	1.28580843
467	1.284597812
468	1.282887314
469	1.281480689
470	1.280462647
471	1.278651536
472	1.277592714
473	1.275444094
474	1.274153332
475	1.272499871
476	1.272034629
477	1.270602352
478	1.269580357
479	1.268039242
480	1.266835948
481	1.265484614
482	1.264906802
483	1.264519136
484	1.26396317
485	1.26196828
486	1.261150524
487	1.259348148
488	1.258575061
489	1.25736778
490	1.256076331
491	1.255097949
492	1.25308663
493	1.251668546
494	1.249877566
495	1.248843036
496	1.247983103
497	1.247301314
498	1.244863635
499	1.243631524
500	1.242818709
501	1.240751733
502	1.238869661
503	1.237792127
504	1.236487288
505	1.235539505
506	1.234139024
507	1.232980945
508	1.231554791
509	1.230644741
510	1.229287463
511	1.228267615
512	1.227135411
513	1.225806696
514	1.224961378
515	1.22442092
516	1.223519294
517	1.222542392
518	1.222245423
519	1.221275003
520	1.220640017
521	1.219765273
522	1.219166888
523	1.218890458
524	1.216693266
525	1.215180758
526	1.214618316
527	1.213482051
528	1.212717051
529	1.211310256
530	1.210761694
531	1.210499409
532	1.210180814
533	1.208980306
534	1.208756328
535	1.207541197
536	1.206477723
537	1.205746186
538	1.203358633
539	1.201636504
540	1.199822802
541	1.19843423
542	1.196436162
543	1.195342547
544	1.194602663
545	1.192584836
546	1.191919093
547	1.190765317
548	1.188853133
549	1.187011721
550	1.186058312
551	1.184046614
552	1.182288549
553	1.181117479
554	1.179793332
555	1.177385437
556	1.176981125
557	1.175736724
558	1.174331345
559	1.173887091
560	1.172581964
561	1.171397787
562	1.170002527
563	1.168739343
564	1.167975838
565	1.166734064
566	1.165871118
567	1.164580683
568	1.163293821
569	1.162536855
570	1.160975452
571	1.160033019
572	1.159449855
573	1.158719216
574	1.157510918
575	1.15672403
576	1.155882149
577	1.154261403
578	1.153646639
579	1.152591677
580	1.151964973
581	1.15102817
582	1.149943515
583	1.147959223
584	1.146290535
585	1.145919999
586	1.145213343
587	1.144275859
588	1.143515118
589	1.141550337
590	1.140887997
591	1.140182582
592	1.138581889
593	1.137985839
594	1.136657954
595	1.135485183
596	1.134750522
597	1.133586208
598	1.132979261
599	1.131293818
600	1.131062852
601	1.130043952
602	1.128712742
603	1.127500855
604	1.126138527
605	1.124827663
606	1.12421296
607	1.123131866
608	1.121301135
609	1.11999213
610	1.119651258
611	1.11807875
612	1.117077761
613	1.114994093
614	1.11414885
615	1.112710748
616	1.111377433
617	1.110766819
618	1.110318972
619	1.108756335
620	1.108128156
621	1.107190025
622	1.10564217
623	1.104604697
624	1.104364113
625	1.103264038
626	1.102376743
627	1.101262332
628	1.100356806
629	1.098974361
630	1.098224122
631	1.097394436
632	1.096517662
633	1.095029789
634	1.093861352
635	1.093670555
636	1.092769608
637	1.091536754
638	1.090137195
639	1.089294761
640	1.088851794
641	1.08802163
642	1.087506401
643	1.086873619
644	1.08551103
645	1.084070596
646	1.082650059
647	1.081857769
648	1.081002683
649	1.079760464
650	1.078992402
651	1.078358618
652	1.077540133
653	1.076919414
654	1.076678706
655	1.075726667
656	1.075114451
657	1.074117393
658	1.073324255
659	1.072163031
660	1.071104112
661	1.070686131
662	1.069296492
663	1.068561141
664	1.068124797
665	1.067173767
666	1.066203215
667	1.064122336
668	1.063414428
669	1.062562107
670	1.060867844
671	1.059906493
672	1.058909128
673	1.058209535
674	1.057023525
675	1.055611194
676	1.054387881
677	1.053606475
678	1.052894764
679	1.052075929
680	1.05104397
681	1.050528495
682	1.050111273
683	1.048521646
684	1.047485385
685	1.046751868
686	1.045986242
687	1.044165513
688	1.043018657
689	1.041797073
690	1.040695755
691	1.039413043
692	1.037848114
693	1.036576564
694	1.036059
695	1.035710401
696	1.034323244
697	1.033318523
698	1.032628025
699	1.032011168
700	1.031078604
701	1.030570536
702	1.029838797
703	1.029343987
704	1.028664588
705	1.027767317
706	1.027562152
707	1.0260644
708	1.025514605
709	1.024958906
710	1.023787362
711	1.022757312
712	1.021468992
713	1.020145108
714	1.019376677
715	1.018748713
716	1.017970245
717	1.016868913
718	1.016745194
719	1.016251848
720	1.015664768
721	1.014730036
722	1.013877393
723	1.013652754
724	1.012158182
725	1.011830987
726	1.011012287
727	1.009836742
728	1.008245764
729	1.007555782
730	1.006250684
731	1.005432217
732	1.004648531
733	1.003831734
734	1.003124422
735	1.002485451
736	1.001783691
737	1.001072255
738	1.000468825
739	0.9999923769
740	0.9995367579
741	0.9988592296
742	0.99791129
743	0.9974281849
744	0.9963607155
745	0.995171621
746	0.9943291087
747	0.993292475
748	0.9918013237
749	0.9908993271
750	0.9904477043
751	0.9888292353
752	0.9878764941
753	0.9874030078
754	0.9869018825
755	0.9862981802
756	0.9852593985
757	0.9845822109
758	0.9840133743
759	0.983061429
760	0.982664676
761	0.9812655705
762	0.9809134785
763	0.9797952368
764	0.9782591906
765	0.9775950554
766	0.976275007
767	0.9747533763
768	0.9739706308
769	0.9735086773
770	0.9729902553
771	0.9724930479
772	0.9710094054
773	0.9699935457
774	0.9690892141
775	0.9681097497
776	0.9675218221
777	0.9672649483
778	0.9671129262
779	0.9656762664
780	0.9651454094
781	0.9642934946
782	0.9637867181
783	0.9630520876
784	0.962477705
785	0.961489601
786	0.9607032402
787	0.9599850738
788	0.9593451771
789	0.9581617462
790	0.9574835661
791	0.9564238404
792	0.9558412936
793	0.9551782457
794	0.954378549
795	0.9533611216
796	0.9528887352
797	0.9523770306
798	0.9520656555
799	0.9514843027
800	0.9506767789
801	0.9499419189
802	0.9489221517
803	0.9478079568
804	0.9469615165
805	0.9458695365
806	0.9448926701
807	0.9443518493
808	0.9438673433
809	0.9427797833
810	0.9417468957
811	0.9404431058
812	0.9398031295
813	0.939097135
814	0.9376235196
815	0.9371569355
816	0.9363499855
817	0.9355402963
818	0.9350446144
819	0.9341413798
820	0.9330843061
821	0.9325407856
822	0.9311676061
823	0.9303119556
824	0.9296240484
825	0.9289632908
826	0.9283363917
827	0.9275977396
828	0.9267036864
829	0.9255984834
830	0.924435153
831	0.9232279812
832	0.9225379018
833	0.9213206077
834	0.9209376693
835	0.9201639449
836	0.9199294031
837	0.9189149655
838	0.9183567827
839	0.9174184112
840	0.916725664
841	0.9159484229
842	0.9149586964
843	0.9143972602
844	0.9138024523
845	0.9130206308
846	0.9120097965
847	0.911277505
848	0.9107665501
849	0.9096213128
850	0.9088377397
851	0.9076567551
852	0.9066574138
853	0.9058466676
854	0.9050866055
855	0.9040359717
856	0.9028504308
857	0.9017221782
858	0.9005699638
859	0.8998394804
860	0.8994326711
861	0.8988317284
862	0.8979417616
863	0.8967864883
864	0.8959185862
865	0.8951991882
866	0.8944853984
867	0.8940225374
868	0.8937374645
869	0.8927370939
870	0.8921869551
871	0.8915729333
872	0.8905990748
873	0.8899668961
874	0.8888677655
875	0.8887188203
876	0.8878498553
877	0.8871866005
878	0.8867236333
879	0.8858468622
880	0.8847816054
881	0.883749956
882	0.8832498892
883	0.882571347
884	0.881867929
885	0.881047883
886	0.8804746572
887	0.8796434816
888	0.8788167698
889	0.877959648
890	0.8773550428
891	0.8763489192
892	0.8755305776
893	0.8745109506
894	0.8739345976
895	0.8737471134
896	0.8734136927
897	0.8730553984
898	0.8723390136
899	0.8715203917
900	0.8708833954
901	0.8701875348
902	0.8697908089
903	0.8685013862
904	0.8676277199
905	0.8671058303
906	0.8664087009
907	0.8650989511
908	0.8642373926
909	0.8634588648
910	0.8625381127
911	0.8621649842
912	0.8614579234
913	0.8607906973
914	0.8599705343
915	0.8591323929
916	0.8588319272
917	0.8582307855
918	0.8580483528
919	0.8577858529
920	0.8568457239
921	0.8558961075
922	0.8553514489
923	0.854530286
924	0.8536531669
925	0.8529299154
926	0.8527264166
927	0.851717034
928	0.8511589036
929	0.8504944313
930	0.8492097245
931	0.8486313441
932	0.8473759426
933	0.8464737861
934	0.8454966034
935	0.844429939
936	0.8436145561
937	0.8427764985
938	0.8422431934
939	0.841139624
940	0.8400667021
941	0.8394042992
942	0.8381413008
943	0.8375559867
944	0.8367891087
945	0.8362029702
946	0.835864008
947	0.8355629346
948	0.8348958058
949	0.8343395285
950	0.833315117
951	0.8327337403
952	0.8317699102
953	0.8311975661
954	0.8305223732
955	0.8299948716
956	0.8292759643
957	0.8286002694
958	0.8279223561
959	0.8272650447
960	0.8264068617
961	0.8256979742
962	0.8251783602
963	0.8242368167
964	0.8235544343
965	0.8234631762
966	0.8229415184
967	0.8223336033
968	0.821937623
969	0.8216281739
970	0.8213369938
971	0.8203949159
972	0.8198346732
973	0.8194548361
974	0.8191742578
975	0.8187408375
976	0.8181340681
977	0.8177322901
978	0.8169361789
979	0.8161009083
980	0.8147679093
981	0.8146541449
982	0.8137906595
983	0.8133300909
984	0.8124719895
985	0.811489136
986	0.811099188
987	0.8106671334
988	0.8097717152
989	0.8092470093
990	0.8085133208
991	0.8080214375
992	0.8073648099
993	0.8068415967
994	0.8060567418
995	0.8055513589
996	0.804580895
997	0.8038501977
998	0.8031928063
999	0.8029386646
